player,player_id,position,team_name,player_game_count,base_targets,declined_penalties,franchise_id,penalties,screen_avg_depth_of_target,screen_avoided_tackles,screen_caught_percent,screen_contested_catch_rate,screen_contested_receptions,screen_contested_targets,screen_drop_rate,screen_drops,screen_first_downs,screen_fumbles,screen_grades_hands_drop,screen_grades_pass_route,screen_interceptions,screen_longest,screen_pass_block_rate,screen_pass_blocks,screen_pass_plays,screen_receptions,screen_route_rate,screen_routes,screen_targeted_qb_rating,screen_targets,screen_targets_percent,screen_touchdowns,screen_yards,screen_yards_after_catch,screen_yards_after_catch_per_reception,screen_yards_per_reception,screen_yprr,slot_avg_depth_of_target,slot_avoided_tackles,slot_caught_percent,slot_contested_catch_rate,slot_contested_receptions,slot_contested_targets,slot_drop_rate,slot_drops,slot_first_downs,slot_fumbles,slot_grades_hands_drop,slot_grades_pass_route,slot_interceptions,slot_longest,slot_pass_block_rate,slot_pass_blocks,slot_pass_plays,slot_receptions,slot_route_rate,slot_routes,slot_targeted_qb_rating,slot_targets,slot_targets_percent,slot_touchdowns,slot_yards,slot_yards_after_catch,slot_yards_after_catch_per_reception,slot_yards_per_reception,slot_yprr
Jalen Tolbert,61637,WR,S ALABAMA,12,129,0,288,0,-2.0,4,95.2,,0,0,0.0,0,7,0,99.9,81.4,0,19,0.0,0,69,20,98.6,68,94.2,21,30.9,0,139,177,8.9,7.0,2.04,14.4,3,55.6,50.0,4,8,16.7,4,14,1,60.6,77.2,1,68,0.0,0,164,20,95.7,157,99.1,36,22.9,2,378,172,8.6,18.9,2.41
John Metchie III,97400,WR,ALABAMA,13,128,0,103,0,-3.0,11,100.0,,0,0,0.0,0,7,0,99.9,89.6,0,41,0.0,0,64,33,98.4,63,95.3,33,52.4,0,227,325,9.8,6.9,3.6,9.6,7,79.2,80.0,4,5,6.7,3,22,0,77.1,84.8,1,40,0.0,0,164,42,95.7,157,134.6,53,33.8,5,564,320,7.6,13.4,3.59
Hassan Beydoun,78185,WR,E MICHIGAN,13,126,0,160,0,-2.0,2,100.0,100.0,1,1,0.0,0,8,1,98.6,92.2,0,44,0.0,0,36,14,97.2,35,138.7,14,40.0,2,109,137,9.8,7.8,3.11,8.4,7,74.8,68.2,15,22,6.3,6,47,1,76.4,75.5,1,64,0.0,0,419,89,97.6,409,98.5,119,29.1,2,915,376,4.2,10.3,2.24
A.T. Perry,77975,WR,WAKE,14,125,0,339,0,,0,,,0,0,,0,0,0,,39.8,0,0,0.0,0,31,0,90.3,28,0.0,0,0.0,0,0,0,,,0.0,20.0,3,66.7,0.0,0,2,14.3,1,6,0,60.2,87.1,0,46,0.0,0,49,6,95.9,47,146.8,9,19.1,1,125,37,6.2,20.8,2.66
Skyy Moore,97116,WR,W MICHIGAN,12,125,0,347,0,-2.1,8,100.0,,0,0,0.0,0,4,0,99.9,90.5,0,16,0.0,0,35,18,100.0,35,88.4,18,51.4,0,94,132,7.3,5.2,2.69,9.3,15,77.8,50.0,4,8,3.9,2,31,0,83.9,92.6,2,34,0.0,0,140,49,95.7,134,104.1,63,47.0,3,526,220,4.5,10.7,3.93
Calvin Turner Jr.,109028,WR,HAWAII,13,124,0,180,0,-3.3,10,86.4,,0,0,9.5,2,6,0,65.0,93.1,0,18,0.0,0,52,19,94.2,49,86.2,22,44.9,0,103,167,8.8,5.4,2.1,11.7,14,57.3,42.9,3,7,14.5,8,27,0,36.2,73.3,3,37,0.0,0,384,47,97.4,374,80.6,82,21.9,4,586,254,5.4,12.5,1.57
Dante Cephas,97665,WR,KENT STATE,14,123,0,201,0,-1.1,3,87.5,0.0,0,1,6.7,1,6,1,77.3,58.7,0,14,0.0,0,71,14,100.0,71,95.3,16,22.5,0,110,126,9.0,7.9,1.55,18.1,1,60.0,0.0,0,1,14.3,1,6,0,69.8,73.7,0,80,0.0,0,48,6,100.0,48,143.8,10,20.8,3,191,98,16.3,31.8,3.98
Trey McBride,75916,TE,COLO STATE,12,122,0,144,0,-0.7,2,82.4,0.0,0,2,6.7,1,7,0,77.3,96.2,0,29,0.0,0,24,14,100.0,24,90.7,17,70.8,0,98,109,7.8,7.0,4.08,6.9,2,89.3,70.0,7,10,0.0,0,20,1,92.9,96.4,1,33,0.0,0,90,25,96.7,87,93.8,28,32.2,0,282,117,4.7,11.3,3.24
Calvin Austin III,61418,WR,MEMPHIS,12,121,0,218,0,-2.1,3,85.7,,0,0,5.3,1,8,0,85.3,83.8,0,25,0.0,0,51,18,98.0,50,126.6,21,42.0,2,142,184,10.2,7.9,2.84,9.7,1,73.3,0.0,0,1,8.3,1,4,0,78.6,87.6,0,60,0.0,0,39,11,82.1,32,141.4,15,46.9,2,139,75,6.8,12.6,4.34
Mitchell Tinsley,123470,WR,W KENTUCKY,14,121,0,346,0,-2.5,0,100.0,,0,0,0.0,0,1,0,86.7,30.0,0,7,0.0,0,104,2,98.1,102,89.6,2,2.0,0,11,16,8.0,5.5,0.11,4.7,3,100.0,,0,0,0.0,0,3,0,94.1,84.7,0,20,0.0,0,26,6,92.3,24,104.2,6,25.0,0,54,26,4.3,9.0,2.25
Jalen Cropper,97273,WR,FRESNO ST,13,119,0,169,0,-3.4,7,94.1,0.0,0,1,0.0,0,12,0,99.9,97.8,0,29,0.0,0,56,32,100.0,56,101.6,34,60.7,1,205,315,9.8,6.4,3.66,7.8,17,71.4,33.3,4,12,4.8,4,42,5,88.8,83.9,2,86,0.0,0,394,80,95.7,377,119.6,112,29.7,11,880,549,6.9,11.0,2.33
Drake London,86519,WR,USC,8,119,0,326,0,-2.3,8,96.4,,0,0,3.6,1,10,0,94.1,96.5,0,17,0.0,0,46,27,100.0,46,106.1,28,60.9,1,185,247,9.1,6.9,4.02,6.5,9,85.0,100.0,1,1,0.0,0,9,0,68.7,93.1,1,31,0.0,0,41,17,100.0,41,120.2,20,48.8,3,167,96,5.6,9.8,4.07
Charleston Rambo,61569,WR,MIAMI FL,12,119,0,220,0,-1.6,1,88.2,,0,0,0.0,0,2,0,99.1,59.8,0,12,0.0,0,87,15,98.9,86,82.6,17,19.8,0,65,92,6.1,4.3,0.76,8.1,3,88.2,,0,0,6.3,1,7,0,86.2,81.2,0,35,0.0,0,52,15,88.5,46,138.0,17,37.0,1,211,106,7.1,14.1,4.59
Tay Martin,61811,WR,OKLA STATE,13,118,0,262,0,-0.4,4,100.0,,0,0,0.0,0,4,0,95.2,52.6,0,19,1.4,1,74,8,93.2,69,134.4,8,11.6,1,54,57,7.1,6.8,0.78,18.8,0,50.0,0.0,0,2,25.0,1,2,0,54.3,77.1,0,35,0.0,0,25,3,96.0,24,79.2,6,25.0,0,51,6,2.0,17.0,2.13
Zakhari Franklin,97620,WR,UTSA,13,118,0,331,0,-0.5,2,93.3,,0,0,6.7,1,4,0,77.3,65.2,0,19,0.0,0,68,14,98.5,67,109.7,15,22.4,1,75,79,5.6,5.4,1.12,9.5,6,84.6,0.0,0,1,0.0,0,7,0,92.0,88.8,0,54,0.0,0,48,11,95.8,46,158.3,13,28.3,2,184,94,8.5,16.7,4.0
Stanley Berryhill III,61128,WR,ARIZONA,12,118,0,109,0,-3.4,4,94.7,,0,0,5.3,1,3,0,87.0,57.6,0,13,0.0,0,67,18,98.5,66,83.8,19,28.8,0,78,140,7.8,4.3,1.18,6.3,16,71.3,45.5,5,11,0.0,0,25,0,92.2,75.8,6,23,0.5,2,366,57,94.8,347,53.6,80,23.1,0,450,314,5.5,7.9,1.3
Jack Sorenson,41983,WR,MIAMI OH,13,117,0,221,0,1.1,1,100.0,,0,0,0.0,0,3,0,95.9,80.2,0,83,0.0,0,28,9,89.3,25,158.3,9,36.0,2,113,103,11.4,12.6,4.52,13.1,3,63.4,50.0,2,4,3.7,1,20,1,85.7,85.3,2,83,0.0,0,137,26,96.4,132,116.2,41,31.1,4,483,195,7.5,18.6,3.66
Jameson Williams,101701,WR,ALABAMA,15,115,0,103,0,-3.2,4,100.0,,0,0,0.0,0,7,0,99.9,89.4,0,23,0.0,0,72,20,100.0,72,95.6,20,27.8,0,139,202,10.1,7.0,1.93,20.8,2,62.5,50.0,1,2,7.4,2,16,1,75.2,88.3,1,94,0.0,0,144,25,99.3,143,135.4,40,28.0,8,730,273,10.9,29.2,5.1
Khalil Shakir,84140,WR,BOISE ST,12,114,0,120,0,-0.9,2,86.7,,0,0,7.1,1,8,0,74.9,91.2,0,23,0.0,0,41,13,100.0,41,121.1,15,36.6,1,116,126,9.7,8.9,2.83,11.0,6,66.3,46.7,7,15,11.9,8,45,0,50.9,87.9,1,56,0.0,0,320,59,94.4,302,111.5,89,29.5,5,858,300,5.1,14.5,2.84
Corey Gammage,98735,WR,MARSHALL,13,113,0,214,0,-1.7,5,100.0,,0,0,0.0,0,5,0,98.1,58.3,0,17,0.0,0,72,13,95.8,69,113.1,13,18.8,1,65,87,6.7,5.0,0.94,0.4,1,100.0,,0,0,0.0,0,1,0,69.5,72.4,0,10,0.0,0,25,5,96.0,24,89.2,5,20.8,0,27,25,5.0,5.4,1.13
Jaxon Smith-Njigba,129758,WR,OHIO STATE,13,112,0,260,0,-3.6,2,85.7,,0,0,14.3,2,5,0,43.5,70.1,0,49,0.0,0,51,12,94.1,48,109.2,14,29.2,0,143,190,15.8,11.9,2.98,9.3,16,84.5,90.0,9,10,6.5,6,60,1,73.9,93.6,1,75,0.0,0,367,87,96.2,353,140.6,103,29.2,8,1367,650,7.5,15.7,3.87
Zack Kuntz,84084,TE,DOMINION,13,112,0,263,0,-2.5,1,90.0,,0,0,0.0,0,1,0,95.9,75.3,0,14,3.1,1,32,9,93.8,30,82.1,10,33.3,0,37,59,6.6,4.1,1.23,10.6,5,67.4,46.7,7,15,3.3,2,27,0,82.4,82.9,4,43,0.9,2,232,58,96.1,223,82.7,86,38.6,4,584,186,3.2,10.1,2.62
Jaquarii Roberson,55454,WR,WAKE,13,112,0,339,0,-1.8,1,83.3,,0,0,0.0,0,1,1,96.5,49.3,0,9,0.0,0,27,10,92.6,25,79.2,12,48.0,0,33,52,5.2,3.3,1.32,13.0,3,64.4,52.2,12,23,5.1,3,38,2,87.2,83.3,1,64,0.0,0,334,56,95.5,319,112.2,87,27.3,6,800,191,3.4,14.3,2.51
Keytaon Thompson,60457,WR,VIRGINIA,12,112,0,335,0,-4.4,11,100.0,,0,0,0.0,0,5,1,98.1,91.8,0,19,0.0,0,32,13,90.6,29,100.0,13,44.8,0,104,161,12.4,8.0,3.59,10.5,14,64.9,55.0,11,20,12.3,7,33,0,71.6,85.1,2,34,0.7,2,285,50,95.4,272,84.4,77,28.3,1,642,261,5.2,12.8,2.36
Jacob Cowing,100894,WR,UTEP,13,111,0,330,0,-2.8,0,91.7,,0,0,8.3,1,3,0,69.2,61.1,0,19,0.0,0,34,11,100.0,34,87.8,12,35.3,0,61,90,8.2,5.5,1.79,14.2,12,61.8,36.4,8,22,6.8,4,40,0,72.5,91.2,4,72,0.0,0,289,55,94.8,274,94.5,89,32.5,4,954,320,5.8,17.3,3.48
Ryan O'Keefe,101139,WR,UCF,13,111,0,323,0,-2.8,16,100.0,100.0,1,1,0.0,0,19,0,99.9,99.9,0,33,0.0,0,92,49,96.7,89,116.2,49,55.1,3,342,477,9.7,7.0,3.84,4.3,14,86.4,100.0,3,3,3.8,2,19,1,86.5,70.0,0,54,0.0,0,158,51,93.0,147,130.0,59,40.1,5,497,394,7.7,9.7,3.38
Romeo Doubs,84329,WR,NEVADA,11,110,0,239,0,-2.6,4,92.9,,0,0,0.0,0,2,0,98.6,66.5,0,21,0.0,0,76,13,98.7,75,91.7,14,18.7,0,84,118,9.1,6.5,1.12,9.2,4,84.0,100.0,3,3,0.0,0,8,0,87.7,88.2,1,55,0.0,0,109,21,95.4,104,92.3,25,24.0,0,254,58,2.8,12.1,2.44
Jayshon Jackson,78041,WR,BALL ST,13,108,0,117,0,-3.0,0,84.6,,0,0,8.3,1,1,0,72.2,57.4,0,11,0.0,0,49,11,98.0,48,83.0,13,27.1,0,51,85,7.7,4.6,1.06,8.7,1,61.7,20.0,1,5,17.1,6,14,0,51.6,73.8,2,56,0.0,0,169,29,92.9,157,85.2,47,29.9,3,318,174,6.0,11.0,2.03
Kalil Pimpleton,61799,WR,C MICHIGAN,13,105,0,134,0,-4.2,5,100.0,,0,0,0.0,0,8,0,99.9,94.2,0,43,0.0,0,52,21,96.2,50,123.4,21,42.0,1,206,295,14.0,9.8,4.12,14.6,4,61.0,53.8,7,13,9.6,5,29,0,53.9,74.7,3,72,0.0,0,340,47,95.6,325,91.3,77,23.7,3,768,275,5.9,16.3,2.36
Jake Bobo,77997,WR,DUKE,12,105,0,154,0,-1.5,1,95.0,,0,0,0.0,0,3,1,99.9,66.8,0,14,0.0,0,63,19,96.8,61,88.8,20,32.8,0,106,134,7.1,5.6,1.74,7.8,0,84.2,66.7,2,3,5.9,1,12,1,85.2,77.5,0,48,0.0,0,67,16,95.5,64,107.5,19,29.7,0,186,88,5.5,11.6,2.91
Xavier Hutchinson,122518,WR,IOWA STATE,13,104,0,193,0,-2.2,3,100.0,,0,0,0.0,0,5,0,99.9,86.7,0,32,0.0,0,44,18,100.0,44,106.9,18,40.9,0,174,214,11.9,9.7,3.95,5.1,2,90.6,75.0,3,4,0.0,0,17,0,82.0,78.9,0,39,0.0,0,90,29,95.6,86,114.3,32,37.2,1,286,176,6.1,9.9,3.33
Xavier Worthy,144718,WR,TEXAS,12,103,0,311,0,-3.2,8,92.9,,0,0,7.1,2,5,0,78.6,92.8,0,75,0.0,0,68,26,100.0,68,122.3,28,41.2,2,214,304,11.7,8.2,3.15,12.2,5,63.2,50.0,2,4,0.0,0,17,1,83.6,80.7,3,63,0.0,0,117,24,94.9,111,97.9,38,34.2,5,333,204,8.5,13.9,3.0
Dylan Drummond,78187,WR,E MICHIGAN,13,103,0,160,0,-3.0,0,100.0,,0,0,0.0,0,0,0,90.0,50.6,0,12,0.0,0,36,3,100.0,36,83.3,3,8.3,0,12,21,7.0,4.0,0.33,4.9,1,91.7,0.0,0,1,0.0,0,5,0,87.9,64.0,0,19,0.0,0,51,11,94.1,48,98.6,12,25.0,0,92,39,3.5,8.4,1.92
Malachi Corley,66272,WR,W KENTUCKY,14,103,0,346,0,-2.3,8,100.0,,0,0,0.0,0,10,1,99.9,78.0,0,14,0.0,0,92,30,98.9,91,108.5,30,33.0,2,141,209,7.0,4.7,1.55,7.8,12,70.4,25.0,3,12,5.5,4,35,2,86.5,62.5,3,45,0.2,1,485,69,95.1,461,97.0,98,21.3,6,673,376,5.4,9.8,1.46
Travell Harris,61810,WR,WASH STATE,13,103,0,341,0,-2.6,5,90.9,,0,0,0.0,0,2,0,96.5,52.0,1,6,0.0,0,49,10,100.0,49,41.3,11,22.4,0,21,49,4.9,2.1,0.43,9.7,6,74.7,50.0,5,10,6.6,5,32,0,70.3,72.8,2,39,0.0,0,428,71,97.2,416,114.3,95,22.8,8,699,163,2.3,9.8,1.68
Smoke Harris,78918,WR,LA TECH,12,102,0,208,0,-2.0,5,86.2,,0,0,3.8,1,6,0,78.2,88.5,0,16,0.0,0,51,25,94.1,48,84.6,29,60.4,0,125,179,7.2,5.0,2.6,6.3,24,68.9,50.0,4,8,3.1,2,33,0,80.4,81.1,3,47,0.0,0,410,62,95.9,393,95.0,90,22.9,5,668,406,6.5,10.8,1.7
Grant DuBose,111276,WR,CHARLOTTE,12,102,0,136,0,-1.7,0,100.0,,0,0,0.0,0,3,0,96.5,63.7,0,9,0.0,0,46,10,100.0,46,83.8,10,21.7,0,41,58,5.8,4.1,0.89,10.2,0,55.6,100.0,1,1,0.0,0,3,0,72.0,76.7,1,17,0.0,0,42,5,92.9,39,68.5,9,23.1,1,49,19,3.8,9.8,1.26
Quian Williams,61237,WR,BUFFALO,12,102,0,126,0,-1.3,0,85.7,,0,0,0.0,0,0,0,95.2,65.6,0,12,0.0,0,29,6,93.1,27,79.2,7,25.9,0,16,25,4.2,2.7,0.59,10.3,0,70.0,50.0,1,2,0.0,0,5,0,65.5,74.7,0,15,0.0,0,31,7,87.1,27,77.5,10,37.0,0,41,9,1.3,5.9,1.52
Garrett Wilson,97405,WR,OHIO STATE,11,102,0,260,0,-1.7,7,100.0,,0,0,0.0,0,6,0,98.6,82.1,0,57,0.0,0,49,13,95.9,47,110.9,13,27.7,0,138,160,12.3,10.6,2.94,7.5,10,81.8,0.0,0,3,0.0,0,13,0,77.0,85.9,0,57,0.0,0,63,18,96.8,61,158.3,22,36.1,4,297,228,12.7,16.5,4.87
Chris Olave,84355,WR,OHIO STATE,12,101,0,260,0,-2.7,0,100.0,,0,0,0.0,0,3,0,95.9,63.4,0,11,0.0,0,53,9,92.5,49,125.5,9,18.4,1,47,71,7.9,5.2,0.96,14.5,0,63.0,100.0,2,2,10.5,2,11,0,73.2,76.9,1,61,0.0,0,79,17,94.9,75,121.5,27,36.0,6,277,103,6.1,16.3,3.69
Corey Rucker,121539,WR,ARK STATE,12,101,0,113,0,-2.9,6,86.7,0.0,0,1,7.1,1,5,0,75.4,78.0,0,20,0.0,0,51,13,98.0,50,91.1,15,30.0,0,88,128,9.8,6.8,1.76,14.0,6,58.8,26.7,4,15,14.9,7,26,1,50.2,69.2,1,37,0.0,0,434,40,94.5,410,108.1,68,16.6,6,551,157,3.9,13.8,1.34
Jayden Reed,78171,WR,MICH STATE,13,101,0,223,0,-2.6,5,90.9,,0,0,9.1,1,3,0,65.9,67.8,0,14,0.0,0,66,10,100.0,66,89.8,11,16.7,0,61,89,8.9,6.1,0.92,11.0,3,56.3,66.7,4,6,0.0,0,5,0,53.3,80.5,1,29,0.0,0,65,9,95.4,62,76.8,16,25.8,1,127,30,3.3,14.1,2.05
Jaivon Heiligh,84159,WR,COAST CAR,13,100,0,141,0,,0,,,0,0,,0,0,0,,37.0,0,0,0.0,0,38,0,97.4,37,0.0,0,0.0,0,0,0,,,0.0,9.2,5,89.5,100.0,1,1,10.5,2,13,0,67.5,87.0,0,35,0.0,0,83,17,94.0,78,136.0,19,24.4,1,236,88,5.2,13.9,3.03
Ty Fryfogle,61321,WR,INDIANA,12,100,0,190,0,-2.3,0,100.0,,0,0,0.0,0,1,0,95.2,61.4,0,5,0.0,0,38,7,92.1,35,79.2,7,20.0,0,14,30,4.3,2.0,0.4,11.2,0,52.0,44.4,4,9,16.1,5,14,0,46.3,62.3,1,52,0.0,0,181,26,93.4,169,66.3,50,29.6,1,270,92,3.5,10.4,1.6
Roderic Burns,84334,WR,N TEXAS,13,99,0,251,0,-3.2,2,100.0,,0,0,0.0,0,2,0,96.5,81.7,0,27,0.0,0,25,10,92.0,23,87.1,10,43.5,0,49,81,8.1,4.9,2.13,12.9,9,58.5,37.5,6,16,12.7,8,29,0,56.0,69.1,2,55,0.0,0,389,55,92.8,361,90.4,94,26.0,4,773,263,4.8,14.1,2.14
Billy Kemp IV,77037,WR,VIRGINIA,12,99,0,335,0,-3.4,5,94.7,50.0,1,2,0.0,0,9,0,99.9,95.4,0,20,0.0,0,33,18,93.9,31,111.6,19,61.3,1,125,188,10.4,6.9,4.03,5.4,8,70.7,37.5,3,8,12.8,6,20,0,69.0,78.1,2,32,0.0,0,173,41,93.6,162,95.3,58,35.8,4,358,179,4.4,8.7,2.21
Tyquan Thornton,78092,WR,BAYLOR,14,98,0,118,0,-2.0,0,100.0,,0,0,0.0,0,1,0,81.5,58.8,0,2,0.0,0,16,1,100.0,16,118.8,1,6.3,1,2,4,4.0,2.0,0.13,20.7,0,33.3,,0,0,0.0,0,1,0,83.4,68.1,0,11,0.0,0,20,1,95.0,19,45.1,3,15.8,0,11,1,1.0,11.0,0.58
Calvin Jackson Jr.,84508,WR,WASH STATE,13,98,0,341,0,-2.6,1,100.0,,0,0,0.0,0,6,0,95.9,77.4,0,23,0.0,0,51,9,100.0,51,107.9,9,17.6,0,89,112,12.4,9.9,1.75,10.4,4,68.1,56.3,9,16,6.1,4,36,1,78.5,77.9,2,78,0.0,0,407,62,98.3,400,114.1,91,22.8,6,927,383,6.2,15.0,2.32
Ali Jennings,145344,WR,DOMINION,13,97,0,263,0,-1.3,0,100.0,100.0,1,1,0.0,0,1,0,95.9,49.2,0,8,0.0,0,37,8,94.6,35,79.2,8,22.9,0,20,30,3.8,2.5,0.57,10.5,0,53.8,0.0,0,2,36.4,4,1,2,27.5,68.2,1,36,0.0,0,22,7,100.0,22,72.3,13,59.1,1,99,23,3.3,14.1,4.5
Tyler Snead,90863,WR,E CAROLINA,12,97,0,156,0,-2.3,2,90.9,0.0,0,1,0.0,0,2,0,97.1,62.9,0,11,0.0,0,40,10,97.5,39,83.7,11,28.2,0,45,68,6.8,4.5,1.15,8.4,9,68.1,63.6,7,11,5.9,4,35,0,70.5,81.4,2,53,0.0,0,418,64,94.3,394,101.2,94,23.9,4,836,419,6.5,13.1,2.12
Konata Mumpfield,145598,WR,AKRON,12,96,0,102,0,-3.0,1,100.0,,0,0,0.0,0,0,0,86.7,53.5,0,9,0.0,0,27,2,100.0,27,95.8,2,7.4,0,14,20,10.0,7.0,0.52,11.5,1,65.6,50.0,2,4,0.0,0,15,0,68.2,74.8,0,48,0.0,0,135,21,95.6,129,132.7,32,24.8,4,279,107,5.1,13.3,2.16
Corey Sutton,61123,WR,APP STATE,13,96,0,108,0,-1.8,3,100.0,,0,0,0.0,0,1,0,92.6,55.5,0,6,0.0,0,41,5,97.6,40,79.2,5,12.5,0,6,15,3.0,1.2,0.15,-2.0,0,100.0,,0,0,0.0,0,0,0,79.8,75.3,0,-7,0.0,0,8,1,100.0,8,79.2,1,12.5,0,-7,-5,-5.0,-7.0,-0.88
Michael Mayer,122906,TE,NOTRE DAME,12,95,0,258,0,-2.6,0,80.0,,0,0,0.0,0,1,0,91.4,46.0,0,11,2.4,1,42,4,97.6,41,79.2,5,12.2,0,7,18,4.5,1.8,0.17,8.1,5,69.4,60.0,6,10,8.1,3,20,0,82.4,79.5,3,25,0.4,1,227,34,96.0,218,85.3,49,22.5,3,359,128,3.8,10.6,1.65
Charlie Kolar,60917,TE,IOWA STATE,12,95,0,193,0,-1.7,0,100.0,,0,0,0.0,0,0,0,90.0,39.6,0,4,2.9,1,34,3,97.1,33,79.2,3,9.1,0,3,8,2.7,1.0,0.09,10.2,3,67.9,61.5,8,13,5.0,2,27,2,85.3,82.0,3,34,0.4,1,239,38,93.3,223,100.4,56,25.1,5,462,153,4.0,12.2,2.07
