player,player_id,position,team_name,player_game_count,batted_passes,declined_penalties,franchise_id,grades_pass_rush_defense,hits,hurries,pass_rush_opp,pass_rush_percent,pass_rush_win_rate,pass_rush_wins,penalties,prp,sacks,snap_counts_pass_play,snap_counts_pass_rush,total_pressures,true_pass_set_batted_passes,true_pass_set_grades_pass_rush_defense,true_pass_set_hits,true_pass_set_hurries,true_pass_set_pass_rush_opp,true_pass_set_pass_rush_percent,true_pass_set_pass_rush_win_rate,true_pass_set_pass_rush_wins,true_pass_set_prp,true_pass_set_sacks,true_pass_set_snap_counts_pass_play,true_pass_set_snap_counts_pass_rush,true_pass_set_total_pressures
Kam Butler,63872,ED,VIRGINIA,12,1,1,335,74.9,8,34,345,92.4,12.2,42,2,6.7,2,396,366,44,0,67.9,3,18,133,89.2,15.8,21,7.9,0,158,141,21
Will Whitson,64470,DI,COAST CAR,4,0,0,141,78.2,2,7,99,100.0,12.1,12,0,6.6,2,103,103,11,0,74.5,1,4,35,100.0,20.0,7,10.0,1,37,37,6
Josh Minkins,66051,S,CINCINNATI,11,0,0,138,59.1,0,0,1,0.4,0.0,0,0,0.0,0,238,1,0,0,59.1,0,0,1,4.3,0.0,0,0.0,0,23,1,0
Ty Hamilton,66298,DI,OHIO STATE,13,0,0,260,63.8,0,8,248,98.5,5.6,14,1,3.2,4,269,265,12,0,71.7,0,7,99,99.1,11.1,11,6.6,3,107,106,10
Ben Florentine,70644,DI,WYOMING,11,0,1,351,50.3,3,1,181,100.0,0.6,1,2,1.1,0,190,190,4,0,52.9,2,1,39,100.0,2.6,1,3.8,0,41,41,3
Korey Foreman,70831,ED,FRESNO ST,10,1,0,169,62.7,3,11,162,87.6,8.6,14,2,6.2,3,201,176,17,1,59.1,1,4,77,93.3,9.1,7,5.8,2,90,84,7
Tuasivi Nomura,70879,LB,FRESNO ST,12,1,0,169,55.2,1,7,68,16.0,8.8,6,3,5.9,0,445,71,8,0,59.1,1,6,32,22.8,15.6,5,10.9,0,149,34,7
Tate Romney,70946,LB,ARIZONA ST,3,0,0,110,59.5,1,0,1,10.0,0.0,0,0,50.0,0,10,1,1,0,,0,0,0,0.0,,0,,0,4,0,0
Keyon Ware-Hudson,71322,DI,OREGON,11,0,0,264,54.6,0,3,77,100.0,1.3,1,0,1.9,0,79,79,3,0,58.9,0,2,15,100.0,6.7,1,6.7,0,15,15,2
Domani Jackson,71370,CB,ALABAMA,12,0,0,103,42.4,0,2,8,2.2,0.0,0,3,12.5,0,364,8,2,0,50.7,0,0,3,2.3,0.0,0,0.0,0,129,3,0
Keanu Tanuvasa,71398,DI,UTAH,7,4,2,328,62.5,5,7,225,100.0,5.8,13,5,3.1,1,235,235,13,3,56.8,1,4,85,100.0,3.5,3,4.1,1,90,90,6
Akili Arnold,71406,S,USC,11,0,0,326,61.2,1,4,15,4.0,20.0,3,0,23.3,1,373,15,6,0,64.1,1,3,9,6.7,33.3,3,33.3,1,134,9,5
Easton Mascarenas-Arnold,71410,LB,USC,12,0,0,326,67.1,4,5,77,17.9,10.4,8,0,9.7,3,429,77,12,0,66.9,1,3,34,22.7,17.6,6,11.8,2,150,34,6
Sheldon Newton,71957,DI,BOISE ST,10,0,0,120,56.3,1,6,147,99.4,4.1,6,0,3.1,1,154,153,8,0,56.3,0,4,44,100.0,4.5,2,6.8,1,46,46,5
DJ Harvey,72089,CB,S JOSE ST,12,0,0,285,63.9,0,4,9,2.1,0.0,0,2,33.3,1,421,9,5,0,65.6,0,3,8,6.0,0.0,0,31.3,1,133,8,4
Kamren Fabiculanan,72332,S,WASHINGTON,12,1,0,340,60.6,0,5,19,5.4,0.0,0,1,13.2,0,392,21,5,1,65.6,0,3,10,6.8,0.0,0,15.0,0,162,11,3
Raider Damuni,72338,S,BYU,11,0,0,128,57.3,0,0,4,3.0,0.0,0,0,0.0,0,134,4,0,0,59.4,0,0,1,2.3,0.0,0,0.0,0,43,1,0
Logan Pili,72354,LB,UTAH ST,5,0,0,329,56.7,0,0,3,16.7,0.0,0,0,0.0,0,18,3,0,0,,0,0,0,0.0,,0,,0,4,0,0
Ian Shewell,72474,DI,ARIZONA ST,1,0,0,110,58.7,0,0,2,100.0,0.0,0,0,0.0,0,2,2,0,0,59.9,0,0,1,100.0,0.0,0,0.0,0,1,1,0
Noa Pola-Gates,72535,CB,NEW MEXICO,11,0,0,241,63.8,0,0,2,0.9,0.0,0,4,0.0,0,337,3,0,0,60.0,0,0,1,1.4,0.0,0,0.0,0,70,1,0
Jadon Pearson,72538,LB,UTAH ST,10,0,0,329,54.6,2,4,21,11.9,0.0,0,0,14.3,0,185,22,6,0,51.2,0,1,8,21.6,0.0,0,6.3,0,37,8,1
Keith Conley Jr.,72821,ED,UNLV,12,0,0,325,72.1,2,5,130,96.4,12.3,16,0,5.0,3,140,135,10,0,74.0,1,4,60,98.4,18.3,11,7.5,2,63,62,7
Henry Ikahihifo,73151,ED,NEVADA,13,0,0,239,68.3,3,8,215,81.5,10.7,23,2,4.0,3,287,234,14,0,74.6,0,3,75,84.0,17.3,13,4.7,2,100,84,5
Lincoln Tuioti-Mariner,73243,S,AIR FORCE,9,0,0,101,64.9,0,5,24,10.8,4.2,1,0,18.8,2,249,27,7,0,61.4,0,3,11,11.3,9.1,1,31.8,2,106,12,5
Marco Notarainni,73389,LB,BOISE ST,12,0,0,120,59.7,3,7,57,25.9,10.5,6,1,10.5,1,239,62,11,0,64.6,1,2,23,33.8,17.4,4,10.9,1,77,26,4
Taariq Al-Uqdah,74119,LB,WASH STATE,12,0,0,341,61.7,3,10,61,15.8,8.2,5,1,10.7,0,417,66,13,0,72.3,1,6,21,15.0,14.3,3,16.7,0,153,23,7
Justin Sinclair,74258,S,HAWAII,11,0,0,180,59.4,0,0,1,0.5,0.0,0,1,0.0,0,215,1,0,0,,0,0,0,0.0,,0,,0,65,0,0
Zion Branch,74395,S,USC,10,0,0,326,74.6,0,1,3,2.3,33.3,1,0,50.0,1,130,3,2,0,76.4,0,0,2,3.5,50.0,1,50.0,1,57,2,1
Treven Ma'ae,74498,DI,BAYLOR,12,1,0,118,60.8,6,12,270,99.0,5.2,14,0,4.8,4,288,285,22,0,64.5,4,5,97,98.1,8.2,8,8.8,4,105,103,13
Silas Walters,75263,S,MIAMI OH,12,0,0,221,57.5,0,0,3,0.9,0.0,0,0,0.0,0,462,4,0,0,,0,0,0,0.0,,0,,0,188,0,0
Andre Proffitt,75264,DI,AKRON,2,0,0,102,56.9,0,0,9,100.0,0.0,0,0,0.0,0,10,10,0,0,58.5,0,0,2,100.0,0.0,0,0.0,0,2,2,0
Chuck Hicks,75816,LB,MISSOURI,12,0,0,229,65.4,0,3,13,10.4,7.7,1,4,26.9,2,134,14,5,0,61.8,0,1,6,14.9,0.0,0,25.0,1,47,7,2
Bam Booker,76122,ED,BOWL GREEN,2,0,0,122,55.6,0,0,9,90.0,0.0,0,0,0.0,0,10,9,0,0,55.9,0,0,5,83.3,0.0,0,0.0,0,6,5,0
Damaje Yancey,76532,CB,TROY,10,0,1,318,61.6,0,0,5,1.6,0.0,0,7,20.0,1,313,5,1,0,65.8,0,0,3,2.8,0.0,0,33.3,1,106,3,1
Torey Richardson,76711,CB,TEMPLE,10,0,0,306,51.7,0,0,4,1.5,0.0,0,5,0.0,0,262,4,0,0,58.1,0,0,1,1.2,0.0,0,0.0,0,82,1,0
Dennis Briggs Jr.,76792,DI,ILLINOIS,12,0,0,187,68.0,3,25,321,100.0,10.0,32,2,5.0,2,338,338,30,0,70.2,3,16,142,100.0,15.5,22,6.7,0,153,153,19
Antonio Colclough,76813,ED,BUFFALO,12,1,1,126,72.9,3,16,208,97.8,13.9,29,2,7.0,5,223,218,24,0,77.3,2,13,84,97.8,23.8,20,13.7,4,89,87,19
Darnell Jefferies,76999,DI,MINNESOTA,7,0,0,225,56.4,0,0,49,100.0,2.0,1,1,0.0,0,53,53,0,0,56.1,0,0,17,100.0,5.9,1,0.0,0,19,19,0
Justin Wright,77160,LB,OKLA STATE,6,0,0,262,61.0,1,3,13,17.5,0.0,0,3,15.4,0,80,14,4,0,52.7,0,2,5,17.6,0.0,0,20.0,0,34,6,2
Matt Harmon,77244,ED,KENT STATE,12,2,0,201,65.9,6,11,236,92.9,9.3,22,1,4.9,3,268,249,20,1,61.7,2,6,82,92.7,11.0,9,6.1,1,96,89,9
Daniel Bolden,77252,LB,TOLEDO,12,0,0,316,59.9,4,5,38,11.7,7.9,3,1,19.7,3,343,40,12,0,51.0,1,2,12,13.3,8.3,1,20.8,1,98,13,4
Keye Thompson,77266,LB,PITTSBURGH,10,0,0,268,56.7,2,3,39,30.2,5.1,2,2,6.4,0,139,42,5,0,62.0,1,1,12,33.3,16.7,2,8.3,0,39,13,2
Jace Ruder,77680,LB,N TEXAS,5,0,0,251,54.1,0,0,9,41.7,0.0,0,1,0.0,0,24,10,0,0,57.2,0,0,2,100.0,0.0,0,0.0,0,2,2,0
Tory Spears,78134,S,TEXAS ST,7,0,0,314,60.0,0,0,1,1.0,0.0,0,0,0.0,0,102,1,0,0,,0,0,0,0.0,,0,,0,23,0,0
Marque Collins,78999,CB,BYU,12,0,0,128,45.8,0,2,6,1.6,0.0,0,4,16.7,0,386,6,2,0,46.6,0,1,1,0.8,0.0,0,50.0,0,129,1,1
Cherif Seye,79240,ED,UCLA,9,1,0,324,65.9,1,5,88,100.0,11.4,10,1,4.5,1,90,90,7,0,72.4,0,4,42,100.0,16.7,7,7.1,1,42,42,5
Jayden McDonald,81249,LB,UCONN,12,0,0,146,69.4,2,13,107,26.7,13.1,14,4,11.7,5,427,114,20,0,72.4,0,8,51,35.5,19.6,10,17.6,5,152,54,13
Jermayne Lole,82212,DI,TEXAS,13,0,0,311,68.0,3,6,153,99.4,7.8,12,0,2.9,0,157,156,9,0,64.8,0,1,45,100.0,4.4,2,1.1,0,46,46,1
Matt Lawson,82266,DI,NEW MEX ST,12,2,0,242,58.9,1,3,192,99.5,2.1,4,0,1.0,0,203,202,4,0,59.1,1,0,54,100.0,3.7,2,0.9,0,54,54,1
Ezekiel Holmes,82281,DI,ILLINOIS,12,1,0,187,57.9,0,6,117,100.0,4.3,5,0,2.6,0,125,125,6,0,53.2,0,1,43,100.0,2.3,1,1.2,0,48,48,1
Maurice Strong Jr.,82408,DI,S ALABAMA,12,1,0,288,57.7,0,8,214,100.0,3.7,8,2,2.3,1,226,226,9,0,55.6,0,2,51,100.0,2.0,1,3.9,1,57,57,3
Jacob Mangum-Farrar,82557,ED,INDIANA,7,0,0,190,61.9,0,5,50,75.0,10.0,5,0,7.0,1,68,51,6,0,57.9,0,4,18,72.0,16.7,3,11.1,0,25,18,4
Raymond Scott,82560,LB,JAMES MAD,10,0,0,197,67.1,1,3,12,10.6,25.0,3,0,16.7,0,113,12,4,0,72.3,0,2,8,22.9,37.5,3,12.5,0,35,8,2
Solomon Tuliaupupu,82562,ED,USC,9,0,0,326,54.1,1,2,64,75.0,4.7,3,0,2.3,0,88,66,3,0,55.8,0,1,27,84.8,7.4,2,1.9,0,33,28,1
Ale Kaho,82646,LB,UCLA,8,1,0,324,71.3,1,1,25,21.2,12.0,3,1,12.0,2,132,28,4,0,62.7,1,0,9,27.9,0.0,0,5.6,0,43,12,1
Jaden Robinson,83074,CB,OREGON ST,8,0,1,265,69.2,1,0,5,2.2,20.0,1,2,10.0,0,231,5,1,0,69.6,0,0,2,2.0,50.0,1,0.0,0,99,2,0
Dustin Johnson,83197,S,OHIO,12,0,0,259,73.4,0,0,4,1.0,25.0,1,0,0.0,0,406,4,0,0,76.3,0,0,2,1.5,50.0,1,0.0,0,131,2,0
Jarvis Ware,83314,CB,UNLV,11,0,0,325,91.1,0,0,2,0.9,0.0,0,2,50.0,1,228,2,1,0,91.8,0,0,1,1.4,0.0,0,100.0,1,69,1,1
Chris Mills,83315,CB,TEXAS ST,12,0,0,314,55.9,0,0,3,0.9,0.0,0,3,0.0,0,317,3,0,0,,0,0,0,0.0,,0,,0,96,0,0
Brendon Harris,83446,S,MIDDLE TN,2,0,0,224,55.0,0,0,6,8.9,0.0,0,1,0.0,0,79,7,0,0,58.1,0,0,1,9.1,0.0,0,0.0,0,22,2,0
Fa'Najae Gotay,83821,LB,AUBURN,3,0,0,115,56.9,0,1,3,12.0,0.0,0,0,16.7,0,25,3,1,0,59.1,0,0,1,20.0,0.0,0,0.0,0,5,1,0
Alex Williams,83824,ED,MIDDLE TN,6,0,0,224,62.2,2,5,103,100.0,9.7,10,1,4.4,1,106,106,8,0,66.8,2,4,36,100.0,16.7,6,11.1,1,37,37,7
Bryan Addison,83825,S,UCLA,12,0,1,324,54.4,0,0,9,2.4,0.0,0,3,0.0,0,468,11,0,0,55.7,0,0,4,2.3,0.0,0,0.0,0,174,4,0
Armani-Eli Adams,83838,S,W MICHIGAN,10,0,0,347,47.7,0,1,3,2.8,0.0,0,0,16.7,0,109,3,1,0,59.2,0,0,1,2.7,0.0,0,0.0,0,37,1,0
Gracen Halton,85774,DI,OKLAHOMA,12,0,0,261,76.7,1,23,214,100.0,11.2,24,2,7.5,4,223,223,28,0,82.3,0,13,81,100.0,13.6,11,10.5,2,88,88,15
Kitione Tau,86077,DI,NEVADA,11,0,0,239,68.4,1,2,57,100.0,7.0,4,0,2.6,0,59,59,3,0,70.8,0,1,15,100.0,20.0,3,3.3,0,15,15,1
Jacob Bandes,86082,DI,WASHINGTON,12,0,0,340,60.9,0,4,181,100.0,4.4,8,5,1.1,0,191,191,4,0,53.5,0,0,58,100.0,0.0,0,0.0,0,60,60,0
Jairus Satele,86168,DI,FRESNO ST,8,0,0,169,58.1,1,2,87,100.0,6.9,6,1,1.7,0,97,97,3,0,60.0,1,2,47,100.0,10.6,5,3.2,0,50,50,3
Kalib Perry,86267,LB,TENNESSEE,12,0,0,307,60.1,1,3,21,18.3,4.8,1,0,9.5,0,115,21,4,0,67.8,1,0,2,6.1,0.0,0,25.0,0,33,2,1
Rodney Robinson,86527,S,BOISE ST,11,0,0,120,64.7,3,2,22,8.2,0.0,0,3,25.0,3,281,23,8,0,65.0,2,1,11,10.5,0.0,0,40.9,3,114,12,6
Ozzie Nicholas,86729,LB,DUKE,12,0,0,154,63.9,6,9,34,10.9,5.9,2,5,22.1,0,329,36,15,0,62.0,2,6,11,9.4,9.1,1,36.4,0,128,12,8
Ceyair Wright,86877,CB,NEBRASKA,12,0,0,238,87.0,0,2,6,2.2,0.0,0,2,33.3,1,275,6,3,0,,0,0,0,0.0,,0,,0,130,0,0
Logan Taylor,87618,LB,HAWAII,12,0,0,180,45.0,2,3,29,14.3,0.0,0,0,8.6,0,245,35,5,0,51.6,1,1,15,20.5,0.0,0,6.7,0,83,17,2
Dylan Brown,88453,DI,JVILLE ST,9,0,0,196,56.5,0,0,56,100.0,1.8,1,2,0.0,0,61,61,0,0,55.4,0,0,13,100.0,0.0,0,0.0,0,14,14,0
David Reese,90079,ED,CAL,11,2,0,130,72.5,2,18,214,85.8,9.8,21,1,7.0,5,268,230,25,0,71.9,0,7,81,94.7,16.0,13,8.0,3,95,90,10
Dalton Norris,90192,DI,MIAMI OH,4,0,0,221,60.1,0,1,11,100.0,0.0,0,0,4.5,0,12,12,1,0,58.9,0,0,2,100.0,0.0,0,0.0,0,2,2,0
Ose Egbase,90529,ED,UNLV,10,0,0,325,58.6,0,5,102,95.5,9.8,10,0,2.5,0,112,107,5,0,56.8,0,3,49,98.1,8.2,4,3.1,0,52,51,3
Tyrice Ivy Jr.,90783,S,OREGON ST,11,0,0,265,56.2,0,0,1,1.5,0.0,0,1,0.0,0,133,2,0,0,56.2,0,0,1,3.9,0.0,0,0.0,0,51,2,0
Trey Laing,91245,ED,E MICHIGAN,12,1,0,160,61.6,1,8,114,86.5,7.9,9,4,6.6,3,141,122,12,0,66.0,0,5,46,96.2,13.0,6,12.0,3,52,50,8
Amir McDaniel,97087,CB,LA LAFAYET,11,0,0,207,78.2,5,7,41,14.3,9.8,4,0,14.6,0,301,43,12,0,69.8,2,1,12,9.2,0.0,0,12.5,0,130,12,3
Antavious Lane,97141,S,N CAROLINA,12,0,0,245,71.7,0,4,15,4.1,20.0,3,1,13.3,0,410,17,4,0,62.1,0,0,4,2.7,25.0,1,0.0,0,183,5,0
Bralyn Lux,97143,CB,TEXAS TECH,9,0,0,315,65.6,0,1,1,0.6,100.0,1,5,50.0,0,335,2,1,0,63.8,0,1,1,0.9,100.0,1,50.0,0,107,1,1
Anthony Wilson,97220,S,W VIRGINIA,12,0,1,343,60.0,0,0,1,0.2,0.0,0,2,0.0,0,414,1,0,0,,0,0,0,0.0,,0,,0,102,0,0
Brandon Crossley,97225,CB,SMU,13,0,0,287,65.6,0,1,4,0.9,25.0,1,4,12.5,0,458,4,1,0,,0,0,0,0.0,,0,,0,153,0,0
Marcus Harris,97230,CB,CAL,12,0,0,130,60.0,0,0,1,0.2,0.0,0,3,0.0,0,476,1,0,0,60.0,0,0,1,0.6,0.0,0,0.0,0,154,1,0
Rod Heard II,97237,S,NOTRE DAME,12,0,1,258,66.6,1,1,3,1.8,0.0,0,2,33.3,0,223,4,2,0,68.7,1,1,2,2.4,0.0,0,50.0,0,125,3,2
Chike Anigbogu,97239,S,RICE,9,0,0,275,68.5,2,1,19,28.8,15.8,3,1,13.2,1,66,19,4,0,70.8,0,0,6,31.6,33.3,2,16.7,1,19,6,1
Dywan Griffin,97274,CB,DOMINION,8,0,0,263,59.6,0,0,1,3.0,0.0,0,0,0.0,0,67,2,0,0,,0,0,0,0.0,,0,,0,15,0,0
Jordan Clark,97324,CB,NOTRE DAME,13,0,1,258,57.9,0,3,9,3.2,0.0,0,4,16.7,0,345,11,3,0,60.4,0,1,6,4.5,0.0,0,8.3,0,178,8,1
Juan Powell,97330,CB,COAST CAR,12,0,2,141,49.7,0,8,27,8.2,3.7,1,3,14.8,0,330,27,8,0,48.6,0,2,6,5.8,0.0,0,16.7,0,103,6,2
Ken Robinson,97341,S,UTSA,6,0,0,331,53.3,0,0,1,2.2,0.0,0,2,0.0,0,180,4,0,0,54.7,0,0,1,4.7,0.0,0,0.0,0,64,3,0
AJ Williams,97343,S,COAST CAR,11,0,0,141,53.7,0,0,8,3.5,0.0,0,0,0.0,0,258,9,0,0,59.5,0,0,1,1.2,0.0,0,0.0,0,83,1,0
Jakeen Harris,97351,S,N CAROLINA,11,0,0,245,54.4,0,0,5,1.8,0.0,0,0,0.0,0,333,6,0,0,59.7,0,0,1,0.7,0.0,0,0.0,0,146,1,0
Coco Azema,97353,S,NWESTERN,12,0,0,256,69.4,0,0,4,1.2,25.0,1,2,0.0,0,321,4,0,0,,0,0,0,0.0,,0,,0,100,0,0
Sidney Porter,97369,S,KENNESAW,10,1,0,200,63.5,2,5,49,19.5,6.1,3,0,9.2,1,287,56,8,0,52.3,1,1,6,14.3,0.0,0,16.7,0,49,7,2
Reid Dedman,97372,LB,GA SOUTHRN,9,0,0,174,55.7,1,1,11,11.1,0.0,0,0,9.1,0,108,12,2,0,52.8,0,1,4,20.0,0.0,0,12.5,0,25,5,1
Woodi Washington,97379,CB,OKLAHOMA,11,0,0,261,60.1,1,1,8,4.0,12.5,1,3,12.5,0,198,8,2,0,63.0,0,1,4,5.1,25.0,1,12.5,0,79,4,1
Solomon Brown,97386,S,BUFFALO,12,0,0,126,56.2,0,0,6,1.5,0.0,0,1,0.0,0,459,7,0,0,,0,0,0,0.0,,0,,0,162,0,0
Kerry Martin Jr.,97473,S,NC STATE,6,0,0,248,58.3,0,1,3,4.8,0.0,0,0,16.7,0,63,3,1,0,,0,0,0,0.0,,0,,0,12,0,0
Cameron Williams,97475,S,GA SOUTHRN,10,0,0,174,55.5,0,0,12,8.8,8.3,1,2,0.0,0,136,12,0,0,53.8,0,0,5,12.2,0.0,0,0.0,0,41,5,0
Dean Clark,97495,S,FRESNO ST,11,1,0,169,67.0,3,4,22,4.8,4.5,1,2,20.5,1,479,23,8,0,64.1,2,1,9,5.8,11.1,1,27.8,1,173,10,4
Dane Motley,97497,LB,ARK STATE,12,0,0,113,59.5,0,4,14,15.8,7.1,1,0,14.3,0,95,15,4,0,58.1,0,3,8,28.6,0.0,0,18.8,0,28,8,3
Caleb Tate,97499,CB,BUFFALO,2,0,0,126,60.0,0,0,1,50.0,0.0,0,0,0.0,0,2,1,0,0,,0,0,0,,,0,,0,0,0,0
Jaden Voisin,97506,S,S ALABAMA,12,0,0,288,78.3,2,1,7,1.8,14.3,1,2,21.4,0,439,8,3,0,71.4,1,1,5,4.5,20.0,1,20.0,0,132,6,2
Malik Dixon-Williams,97520,S,UCONN,10,0,0,146,46.8,0,1,8,2.5,0.0,0,1,6.3,0,324,8,1,0,47.0,0,1,3,2.7,0.0,0,16.7,0,113,3,1
Malachi Langley,97532,LB,FRESNO ST,12,0,0,169,66.4,1,8,34,13.8,8.8,3,1,22.1,3,260,36,12,0,60.9,0,3,16,18.2,6.3,1,15.6,1,88,16,4
Quincy Riley,97539,CB,LOUISVILLE,10,1,0,210,66.1,0,2,6,1.8,33.3,2,2,16.7,0,342,6,2,0,51.8,0,2,2,1.2,50.0,1,50.0,0,163,2,2
Chad Stephens,97541,ED,E CAROLINA,12,0,1,156,62.9,4,15,198,97.6,9.1,18,3,6.3,3,212,207,22,0,64.7,3,6,44,96.0,15.9,7,12.5,1,50,48,10
Jett Elad,97543,S,UNLV,12,0,0,325,78.1,4,3,13,3.9,23.1,3,5,42.3,2,386,15,9,0,69.2,1,3,10,7.7,30.0,3,30.0,1,142,11,5
Jackson Barrow,97545,LB,TOLEDO,12,0,0,316,60.0,1,6,43,10.9,2.3,1,2,15.1,3,403,44,10,0,59.8,0,2,7,7.0,0.0,0,28.6,1,115,8,3
Dorian Jones,97546,LB,VIRGINIA,7,0,0,335,67.1,0,3,9,9.9,11.1,1,0,16.7,0,111,11,3,0,62.0,0,1,4,13.2,25.0,1,12.5,0,38,5,1
Thomas Gore,97560,DI,GA TECH,12,0,0,176,64.0,0,10,166,99.4,7.2,12,0,3.6,1,179,178,11,0,63.4,0,4,58,100.0,10.3,6,5.2,1,65,65,5
Marcus Fuqua,97563,S,BUFFALO,12,0,0,126,53.5,0,1,8,2.9,0.0,0,0,6.3,0,309,9,1,0,58.5,0,0,2,1.8,0.0,0,0.0,0,110,2,0
Jeff Clark,97566,DI,ARIZONA ST,11,0,0,110,61.4,2,11,229,98.8,6.6,15,2,3.3,1,241,238,14,0,61.9,0,9,93,99.0,10.8,10,5.9,1,98,97,10
Javon Denis,97572,DI,MEMPHIS,12,0,0,218,60.9,2,11,273,99.7,5.5,15,1,2.7,1,290,289,14,0,61.7,0,3,61,100.0,8.2,5,2.5,0,67,67,3
Damari Roberson,97609,S,W MICHIGAN,12,0,0,347,50.7,0,0,23,9.0,0.0,0,1,0.0,0,255,23,0,0,53.9,0,0,7,9.1,0.0,0,0.0,0,77,7,0
Terry Jones,97675,CB,INDIANA,13,0,0,190,55.4,3,8,44,18.6,6.8,3,1,14.8,1,237,44,12,0,52.0,2,5,19,16.7,10.5,2,23.7,1,114,19,8
Trey Rucker,97684,S,OKLA STATE,11,0,0,262,65.6,1,3,18,5.8,5.6,1,2,16.7,1,327,19,5,0,58.4,0,0,9,7.5,0.0,0,11.1,1,133,10,1
Nalu Emerson,97701,LB,HAWAII,12,0,0,180,61.6,2,5,23,12.2,8.7,2,2,19.6,1,189,23,8,0,59.6,1,3,7,10.0,14.3,1,42.9,1,70,7,5
M.J. Griffin,97703,S,LOUISVILLE,12,0,0,210,60.0,0,0,1,0.3,0.0,0,0,0.0,0,385,1,0,0,60.0,0,0,1,0.6,0.0,0,0.0,0,180,1,0
Matt Salopek,97704,LB,MIAMI OH,12,0,0,221,68.0,3,2,30,6.9,10.0,3,2,11.7,1,464,32,6,0,66.6,1,2,15,8.5,13.3,2,16.7,1,189,16,4
Jalen Davis,97720,LB,MIDDLE TN,12,0,0,224,71.1,1,3,14,7.8,21.4,3,1,28.6,2,180,14,6,0,76.9,0,3,9,14.1,33.3,3,38.9,2,64,9,5
Wesley Walker,97725,S,MICHIGAN,10,0,0,222,55.4,0,0,5,3.1,0.0,0,0,0.0,0,162,5,0,0,,0,0,0,0.0,,0,,0,65,0,0
Dorian Hopkins,97730,LB,UTEP,12,0,0,330,62.1,1,2,30,11.4,6.7,2,1,8.3,1,299,34,4,0,66.4,0,1,14,16.0,14.3,2,10.7,1,94,15,2
Tavian Brown,97747,LB,GA STATE,1,1,0,175,80.3,0,1,2,16.7,50.0,1,0,25.0,0,12,2,1,1,63.8,0,1,1,33.3,0.0,0,50.0,0,3,1,1
Marley Cook,97750,DI,MIAMI FL,11,0,0,220,63.3,2,4,69,100.0,7.2,5,0,4.3,0,74,74,6,0,58.1,2,3,18,100.0,11.1,2,13.9,0,22,22,5
Zaylin Wood,97761,DI,VANDERBILT,3,0,0,333,58.9,0,1,39,100.0,5.1,2,0,3.8,1,41,41,2,0,58.4,0,1,11,100.0,9.1,1,4.5,0,13,13,1
Raymond Cutts,97777,ED,TROY,12,0,0,318,67.4,11,19,227,97.6,11.9,27,1,6.6,0,248,242,30,0,65.5,3,11,81,98.8,13.6,11,8.6,0,84,83,14
